,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
FRA-Ligue 1,1718,Lille,Thiago Maia,BRA,"MF,DF",20,1997,27.4,0,15,2,13.3,0.55,0.07,0.0,0.0,26.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6
FRA-Ligue 1,1718,Lille,Thiago Mendes,BRA,MF,25,1992,25.5,3,45,15,33.3,1.77,0.59,0.07,0.2,23.9,4,0,0,2.5,2.5,0.06,0.5,0.5
FRA-Ligue 1,1718,Lille,Xeka,POR,MF,22,1994,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Lille,Yassine Benzia,ALG,"MF,FW",22,1994,25.4,1,29,7,24.1,1.14,0.28,0.03,0.14,21.9,1,0,0,1.5,1.5,0.05,-0.5,-0.5
FRA-Ligue 1,1718,Lille,Yves Bissouma,MLI,"MF,DF",20,1996,17.3,2,41,6,14.6,2.36,0.35,0.05,0.33,25.9,2,0,0,2.1,2.1,0.06,-0.1,-0.1
FRA-Ligue 1,1718,Lyon,Amine Gouiri,ALG,"FW,MF",17,2000,0.9,0,3,2,66.7,3.25,2.17,0.0,0.0,17.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
FRA-Ligue 1,1718,Lyon,Anthony Lopes,POR,GK,26,1990,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Lyon,Bertrand Traoré,BFA,FW,21,1995,25.4,13,80,30,37.5,3.15,1.18,0.16,0.43,17.1,6,0,0,8.9,8.9,0.11,4.1,4.1
FRA-Ligue 1,1718,Lyon,Christopher Martins,LUX,MF,20,1997,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Lyon,Clément Grenier,FRA,FW,26,1991,0.1,0,1,0,0.0,18.0,0.0,0.0,,24.3,1,0,0,0.1,0.1,0.08,-0.1,-0.1
FRA-Ligue 1,1718,Lyon,Ferland Mendy,FRA,DF,22,1995,23.6,0,18,5,27.8,0.76,0.21,0.0,0.0,21.3,0,0,0,0.8,0.8,0.04,-0.8,-0.8
FRA-Ligue 1,1718,Lyon,Fernando Marçal,BRA,DF,28,1989,14.4,0,2,1,50.0,0.14,0.07,0.0,0.0,24.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
FRA-Ligue 1,1718,Lyon,Houssem Aouar,ALG,"MF,FW",19,1998,27.0,6,50,17,34.0,1.85,0.63,0.12,0.35,18.3,0,0,0,5.3,5.3,0.11,0.7,0.7
FRA-Ligue 1,1718,Lyon,Jordan Ferri,FRA,MF,25,1992,7.1,0,7,0,0.0,0.99,0.0,0.0,,19.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4
FRA-Ligue 1,1718,Lyon,Jérémy Morel,MAD,DF,33,1984,32.4,0,1,0,0.0,0.03,0.0,0.0,,24.1,0,0,0,0.0,0.0,0.03,0.0,0.0
FRA-Ligue 1,1718,Lyon,Kenny Tete,NED,DF,21,1995,17.9,1,7,3,42.9,0.39,0.17,0.14,0.33,12.9,0,0,0,0.7,0.7,0.1,0.3,0.3
FRA-Ligue 1,1718,Lyon,Lucas Tousart,FRA,MF,20,1997,34.8,0,16,1,6.3,0.46,0.03,0.0,0.0,14.3,0,0,0,2.1,2.1,0.13,-2.1,-2.1
FRA-Ligue 1,1718,Lyon,Mapou Yanga-Mbiwa,FRA,DF,28,1989,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Lyon,Marcelo,BRA,DF,30,1987,34.5,3,22,9,40.9,0.64,0.26,0.14,0.33,9.4,0,0,0,2.5,2.5,0.12,0.5,0.5
FRA-Ligue 1,1718,Lyon,Mariano,DOM,FW,23,1993,27.9,18,97,40,41.2,3.48,1.44,0.18,0.43,18.1,8,1,1,12.6,11.8,0.12,5.4,5.2
FRA-Ligue 1,1718,Lyon,Mathieu Gorgelin,FRA,GK,26,1990,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Lyon,Maxwel Cornet,CIV,FW,20,1996,14.1,4,31,12,38.7,2.19,0.85,0.13,0.33,16.9,1,0,0,3.1,3.0,0.1,0.9,1.0
FRA-Ligue 1,1718,Lyon,Memphis,NED,FW,23,1994,28.4,19,104,42,40.4,3.66,1.48,0.16,0.4,21.5,20,2,2,12.0,10.8,0.1,7.0,6.2
FRA-Ligue 1,1718,Lyon,Mouctar Diakhaby,GUI,DF,20,1996,8.1,1,4,1,25.0,0.49,0.12,0.25,1.0,8.4,0,0,0,0.5,0.5,0.13,0.5,0.5
FRA-Ligue 1,1718,Lyon,Myziane Maolida,COM,"FW,MF",18,1999,3.7,1,10,5,50.0,2.72,1.36,0.1,0.2,19.9,0,0,0,0.8,0.8,0.08,0.2,0.2
FRA-Ligue 1,1718,Lyon,Nabil Fekir,FRA,"MF,FW",24,1993,27.5,18,85,44,51.8,3.09,1.6,0.18,0.34,21.7,17,3,4,12.6,9.5,0.11,5.4,5.5
FRA-Ligue 1,1718,Lyon,Pape Cheikh Diop,SEN,MF,19,1997,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Lyon,Rafael,BRA,DF,27,1990,20.1,1,8,2,25.0,0.4,0.1,0.13,0.5,18.0,0,0,0,0.7,0.7,0.09,0.3,0.3
FRA-Ligue 1,1718,Lyon,Sergi Darder,ESP,MF,23,1993,2.3,0,2,1,50.0,0.86,0.43,0.0,0.0,28.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,1718,Lyon,Tanguy Ndombele,FRA,MF,20,1996,26.1,0,26,5,19.2,0.99,0.19,0.0,0.0,23.9,0,0,0,1.4,1.4,0.05,-1.4,-1.4
FRA-Ligue 1,1718,Lyon,Willem Geubbels,FRA,"FW,MF",15,2001,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Marseille,Adil Rami,FRA,DF,31,1985,32.8,1,15,2,13.3,0.46,0.06,0.07,0.5,14.5,1,0,0,2.0,2.0,0.13,-1.0,-1.0
FRA-Ligue 1,1718,Marseille,Andre-Frank Zambo Anguissa,CMR,MF,21,1995,27.1,0,34,7,20.6,1.25,0.26,0.0,0.0,21.7,0,0,0,1.6,1.6,0.05,-1.6,-1.6
FRA-Ligue 1,1718,Marseille,Aymen Abdennour,TUN,DF,27,1989,5.5,0,2,1,50.0,0.36,0.18,0.0,0.0,11.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
FRA-Ligue 1,1718,Marseille,Boubacar Kamara,FRA,"DF,MF",17,1999,5.1,0,2,1,50.0,0.4,0.2,0.0,0.0,8.8,0,0,0,0.2,0.2,0.1,-0.2,-0.2
FRA-Ligue 1,1718,Marseille,Bouna Sarr,SEN,"DF,FW",25,1992,19.9,0,18,2,11.1,0.91,0.1,0.0,0.0,21.1,1,0,0,1.1,1.1,0.06,-1.1,-1.1
FRA-Ligue 1,1718,Marseille,Clinton N'Jie,CMR,FW,23,1993,9.7,7,30,13,43.3,3.09,1.34,0.23,0.54,14.8,0,0,0,5.4,5.4,0.18,1.6,1.6
FRA-Ligue 1,1718,Marseille,Dimitri Payet,FRA,"MF,FW",30,1987,26.1,6,55,16,29.1,2.11,0.61,0.07,0.25,22.7,12,2,3,8.0,5.6,0.1,-2.0,-1.6
FRA-Ligue 1,1718,Marseille,Dória,BRA,DF,22,1994,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Marseille,Florian Thauvin,FRA,FW,24,1993,32.8,22,126,47,37.3,3.84,1.43,0.15,0.4,17.9,6,3,4,16.7,13.6,0.11,5.3,5.4
FRA-Ligue 1,1718,Marseille,Grégory Sertic,FRA,"DF,MF",27,1989,3.9,0,6,1,16.7,1.54,0.26,0.0,0.0,11.8,0,0,0,0.6,0.6,0.1,-0.6,-0.6
FRA-Ligue 1,1718,Marseille,Henri Bedimo,CMR,"DF,FW",33,1984,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Marseille,Hiroki Sakai,JPN,DF,27,1990,28.0,0,3,1,33.3,0.11,0.04,0.0,0.0,19.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
FRA-Ligue 1,1718,Marseille,Jordan Amavi,FRA,DF,23,1994,24.4,0,20,5,25.0,0.82,0.21,0.0,0.0,25.9,0,0,0,0.6,0.6,0.03,-0.6,-0.6
FRA-Ligue 1,1718,Marseille,Kostas Mitroglou,GRE,FW,29,1988,9.7,9,44,20,45.5,4.52,2.05,0.2,0.45,11.0,0,0,0,10.3,10.3,0.23,-1.3,-1.3
FRA-Ligue 1,1718,Marseille,Lucas Ocampos,ARG,FW,23,1994,22.6,9,63,22,34.9,2.78,0.97,0.14,0.41,15.6,0,0,0,10.6,10.6,0.18,-1.6,-1.6
FRA-Ligue 1,1718,Marseille,Luiz Gustavo,BRA,"MF,DF",30,1987,33.5,5,58,21,36.2,1.73,0.63,0.09,0.24,23.4,1,0,0,4.0,3.4,0.06,1.0,1.6
FRA-Ligue 1,1718,Marseille,Maxime Lopez,FRA,"MF,FW",19,1997,15.3,0,10,4,40.0,0.65,0.26,0.0,0.0,21.9,1,0,0,0.9,0.9,0.09,-0.9,-0.9
FRA-Ligue 1,1718,Marseille,Morgan Sanson,FRA,MF,22,1994,24.1,9,53,24,45.3,2.2,1.0,0.17,0.38,18.8,0,0,0,5.7,5.7,0.11,3.3,3.3
FRA-Ligue 1,1718,Marseille,Patrice Evra,FRA,DF,36,1981,3.9,0,2,0,0.0,0.52,0.0,0.0,,21.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
FRA-Ligue 1,1718,Marseille,Rolando,POR,DF,31,1985,27.9,1,17,3,17.6,0.61,0.11,0.06,0.33,9.3,0,0,0,2.5,2.5,0.15,-1.5,-1.5
FRA-Ligue 1,1718,Marseille,Rémy Cabella,FRA,"FW,MF",27,1990,0.7,1,2,1,50.0,2.81,1.41,0.5,1.0,8.7,0,0,0,0.7,0.7,0.37,0.3,0.3
FRA-Ligue 1,1718,Marseille,Steve Mandanda,FRA,GK,32,1985,30.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Marseille,Tomáš Hubočan,SVK,DF,31,1985,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Marseille,Valère Germain,FRA,FW,27,1990,24.1,9,59,28,47.5,2.45,1.16,0.15,0.32,12.3,0,0,1,9.7,9.0,0.15,-0.7,0.0
FRA-Ligue 1,1718,Marseille,Yohann Pelé,FRA,GK,34,1982,8.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Marseille,Yusuf Sari,TUR,FW,18,1998,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Metz,Ablie Jallow,GAM,FW,18,1998,1.4,0,1,0,0.0,0.7,0.0,0.0,,16.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
FRA-Ligue 1,1718,Metz,Benoît Assou-Ekotto,CMR,DF,33,1984,11.7,0,2,0,0.0,0.17,0.0,0.0,,31.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,1718,Metz,Brian Fernández,ARG,FW,22,1994,1.4,0,6,2,33.3,4.22,1.41,0.0,0.0,20.7,1,0,0,0.3,0.3,0.05,-0.3,-0.3
FRA-Ligue 1,1718,Metz,Cafú,POR,MF,24,1993,7.6,0,5,3,60.0,0.66,0.4,0.0,0.0,19.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3
FRA-Ligue 1,1718,Metz,Chris Philipps,LUX,"MF,DF",23,1994,9.4,0,4,1,25.0,0.42,0.11,0.0,0.0,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
FRA-Ligue 1,1718,Metz,Danijel Milićević,BIH,"MF,FW",31,1986,7.9,0,6,3,50.0,0.76,0.38,0.0,0.0,20.5,1,0,0,0.6,0.6,0.1,-0.6,-0.6
FRA-Ligue 1,1718,Metz,Dylan Lempereur,FRA,DF,18,1998,1.6,0,1,0,0.0,0.63,0.0,0.0,,28.6,0,0,0,0.0,0.0,0.03,0.0,0.0
FRA-Ligue 1,1718,Metz,Eiji Kawashima,JPN,GK,34,1983,28.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Metz,Emmanuel Rivière,FRA,FW,27,1990,22.3,5,67,21,31.3,3.0,0.94,0.04,0.14,15.8,0,2,2,10.9,9.4,0.14,-5.9,-6.4
FRA-Ligue 1,1718,Metz,Fallou Diagne,SEN,"DF,MF",27,1989,24.9,1,14,7,50.0,0.56,0.28,0.07,0.14,20.2,1,0,0,0.8,0.8,0.05,0.2,0.2
FRA-Ligue 1,1718,Metz,Farid Boulaya,ALG,"MF,FW",24,1993,2.0,0,3,0,0.0,1.51,0.0,0.0,,25.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,1718,Metz,Florent Mollet,FRA,"MF,FW",25,1991,15.7,7,43,21,48.8,2.74,1.34,0.14,0.29,24.4,11,1,1,4.3,3.6,0.08,2.7,2.4
FRA-Ligue 1,1718,Metz,Gauthier Hein,FRA,FW,20,1996,0.9,0,1,0,0.0,1.1,0.0,0.0,,18.5,0,0,0,0.0,0.0,0.04,0.0,0.0
FRA-Ligue 1,1718,Metz,Georges Mandjeck,CMR,"MF,DF",28,1988,10.8,0,9,2,22.2,0.84,0.19,0.0,0.0,20.6,0,0,0,0.4,0.4,0.05,-0.4,-0.4
FRA-Ligue 1,1718,Metz,Gerónimo Poblete,ARG,MF,24,1993,18.4,0,4,2,50.0,0.22,0.11,0.0,0.0,24.8,1,0,0,0.5,0.5,0.13,-0.5,-0.5
FRA-Ligue 1,1718,Metz,Habib Diallo,SEN,"FW,MF",22,1995,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Metz,Ibrahima Niane,SEN,"FW,MF",18,1999,9.4,2,39,14,35.9,4.13,1.48,0.05,0.14,20.3,0,0,0,2.8,2.8,0.07,-0.8,-0.8
FRA-Ligue 1,1718,Metz,Iván Balliu,ALB,DF,25,1992,21.7,0,4,2,50.0,0.18,0.09,0.0,0.0,20.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
FRA-Ligue 1,1718,Metz,Jonathan Rivierez,MTQ,DF,28,1989,22.9,0,8,3,37.5,0.35,0.13,0.0,0.0,26.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2
FRA-Ligue 1,1718,Metz,Julian Palmieri,FRA,DF,30,1986,12.5,0,4,1,25.0,0.32,0.08,0.0,0.0,19.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
FRA-Ligue 1,1718,Metz,Lemouya Goudiaby,SEN,DF,20,1997,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Metz,Lilian Fournier,FRA,FW,19,1998,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Metz,Mathieu Dossevi,TOG,"FW,MF",29,1988,27.9,1,32,10,31.3,1.15,0.36,0.03,0.1,21.2,1,0,0,2.3,2.3,0.07,-1.3,-1.3
FRA-Ligue 1,1718,Metz,Matthieu Udol,FRA,DF,21,1996,3.9,0,1,0,0.0,0.25,0.0,0.0,,25.2,0,0,0,0.0,0.0,0.04,0.0,0.0
FRA-Ligue 1,1718,Metz,Milan Biševac,SRB,DF,33,1983,7.9,0,5,1,20.0,0.63,0.13,0.0,0.0,15.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4
FRA-Ligue 1,1718,Metz,Moussa Niakhate,SEN,DF,21,1996,34.5,0,17,2,11.8,0.49,0.06,0.0,0.0,15.2,0,0,0,1.5,1.5,0.09,-1.5,-1.5
FRA-Ligue 1,1718,Metz,Nicolas Basin,FRA,DF,19,1998,3.5,1,2,1,50.0,0.58,0.29,0.5,1.0,28.7,0,0,0,0.1,0.1,0.06,0.9,0.9
FRA-Ligue 1,1718,Metz,Nolan Roux,FRA,"FW,MF",29,1988,31.5,15,81,42,51.9,2.57,1.33,0.19,0.36,17.2,0,0,1,9.0,8.2,0.1,6.0,6.8
FRA-Ligue 1,1718,Metz,Opa Nguette,SEN,"FW,MF",23,1994,11.4,0,27,11,40.7,2.38,0.97,0.0,0.0,18.1,0,0,0,3.9,3.9,0.14,-3.9,-3.9
FRA-Ligue 1,1718,Metz,Quentin Beunardeau,FRA,GK,23,1994,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Metz,Renaud Cohade,FRA,MF,32,1984,36.6,1,37,7,18.9,1.01,0.19,0.03,0.14,25.8,0,0,0,1.3,1.3,0.04,-0.3,-0.3
FRA-Ligue 1,1718,Metz,Simon Falette,GUI,DF,25,1992,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Metz,Thomas Didillon,FRA,GK,21,1995,9.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Metz,Vahid Selimović,LUX,DF,20,1997,11.7,0,2,0,0.0,0.17,0.0,0.0,,25.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
FRA-Ligue 1,1718,Metz,Vincent Thill,LUX,MF,17,2000,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Metz,Yann Jouffre,FRA,"FW,MF",33,1984,3.1,0,1,0,0.0,0.33,0.0,0.0,,17.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
FRA-Ligue 1,1718,Monaco,Adama Diakhaby,FRA,FW,21,1996,9.4,2,12,4,33.3,1.27,0.42,0.17,0.5,16.5,0,0,0,2.2,2.2,0.19,-0.2,-0.2
FRA-Ligue 1,1718,Monaco,Adama Traoré,MLI,"MF,FW",22,1995,2.1,3,6,4,66.7,2.86,1.9,0.5,0.75,18.5,0,0,0,0.9,0.9,0.14,2.1,2.1
FRA-Ligue 1,1718,Monaco,Allan Saint-Maximin,FRA,MF,20,1997,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Monaco,Almamy Touré,MLI,DF,21,1996,13.9,1,7,1,14.3,0.5,0.07,0.14,1.0,15.8,0,0,0,0.4,0.4,0.06,0.6,0.6
FRA-Ligue 1,1718,Monaco,Andrea Raggi,ITA,DF,33,1984,17.9,1,5,1,20.0,0.28,0.06,0.2,1.0,7.9,0,0,0,0.7,0.7,0.14,0.3,0.3
FRA-Ligue 1,1718,Monaco,Danijel Subašić,CRO,GK,32,1984,32.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Monaco,Diego Benaglio,SUI,GK,33,1983,2.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Monaco,Djibril Sidibé,FRA,DF,25,1992,23.9,2,20,8,40.0,0.84,0.33,0.1,0.25,19.2,0,0,0,0.9,0.9,0.05,1.1,1.1
FRA-Ligue 1,1718,Monaco,Fabinho,BRA,MF,23,1993,34.0,7,21,5,23.8,0.62,0.15,0.14,0.6,24.8,1,4,4,5.8,2.6,0.13,1.2,0.4
FRA-Ligue 1,1718,Monaco,Gabriel Boschilia,BRA,"FW,MF",21,1996,0.9,0,4,1,25.0,4.39,1.1,0.0,0.0,20.7,1,0,0,0.2,0.2,0.05,-0.2,-0.2
FRA-Ligue 1,1718,Monaco,Gil Bastião Dias,POR,MF,20,1996,0.1,0,1,0,0.0,11.25,0.0,0.0,,22.7,0,0,0,0.0,0.0,0.03,0.0,0.0
FRA-Ligue 1,1718,Monaco,Guido Carrillo,ARG,FW,26,1991,4.7,4,13,6,46.2,2.76,1.27,0.31,0.67,11.0,0,0,0,2.1,2.1,0.16,1.9,1.9
FRA-Ligue 1,1718,Monaco,Jemerson,BRA,DF,24,1992,31.7,2,18,2,11.1,0.57,0.06,0.11,1.0,11.7,0,0,0,1.9,1.9,0.11,0.1,0.1
FRA-Ligue 1,1718,Monaco,Jordi Mboula,ESP,MF,18,1999,0.3,1,2,1,50.0,5.81,2.9,0.5,1.0,11.9,0,0,0,0.2,0.2,0.1,0.8,0.8
FRA-Ligue 1,1718,Monaco,Jorge,BRA,DF,21,1996,21.3,1,7,2,28.6,0.33,0.09,0.14,0.5,25.0,0,0,0,0.2,0.2,0.03,0.8,0.8
FRA-Ligue 1,1718,Monaco,João Moutinho,POR,MF,30,1986,31.1,1,23,4,17.4,0.74,0.13,0.04,0.25,24.0,5,0,0,1.1,1.1,0.05,-0.1,-0.1
FRA-Ligue 1,1718,Monaco,Julien Serrano,FRA,DF,19,1998,3.1,0,1,0,0.0,0.32,0.0,0.0,,29.9,0,0,0,0.0,0.0,0.02,0.0,0.0
FRA-Ligue 1,1718,Monaco,Kamil Glik,POL,DF,29,1988,36.0,3,24,7,29.2,0.67,0.19,0.13,0.43,10.7,0,0,0,2.9,2.9,0.12,0.1,0.1
FRA-Ligue 1,1718,Monaco,Keita Baldé,SEN,"FW,MF",22,1995,16.4,8,32,11,34.4,1.96,0.67,0.25,0.73,14.9,0,0,0,5.4,5.4,0.17,2.6,2.6
FRA-Ligue 1,1718,Monaco,Kylian Mbappé,FRA,"FW,MF",18,1998,0.8,0,3,2,66.7,3.65,2.43,0.0,0.0,13.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
FRA-Ligue 1,1718,Monaco,Kévin N'Doram,FRA,"MF,DF",21,1996,8.0,0,3,1,33.3,0.37,0.12,0.0,0.0,24.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2
FRA-Ligue 1,1718,Monaco,Moussa Sylla,MLI,FW,17,1999,3.4,2,10,5,50.0,2.96,1.48,0.2,0.4,15.3,0,0,0,1.5,1.5,0.15,0.5,0.5
FRA-Ligue 1,1718,Monaco,Pietro Pellegri,ITA,FW,16,2001,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Monaco,Rachid Ghezzal,ALG,"FW,MF",25,1992,11.2,2,29,7,24.1,2.59,0.63,0.07,0.29,19.6,2,0,0,2.6,2.6,0.09,-0.6,-0.6
FRA-Ligue 1,1718,Monaco,Radamel Falcao,COL,FW,31,1986,23.7,18,66,28,42.4,2.79,1.18,0.23,0.54,16.0,4,3,4,13.9,10.7,0.16,4.1,4.3
FRA-Ligue 1,1718,Monaco,Rony Lopes,POR,"FW,MF",21,1995,28.1,15,68,31,45.6,2.42,1.1,0.22,0.48,17.8,2,0,0,10.1,10.1,0.15,4.9,4.9
FRA-Ligue 1,1718,Monaco,Seydou Sy,SEN,GK,21,1995,2.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Monaco,Soualiho Meïté,FRA,MF,23,1994,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Monaco,Stevan Jovetić,MNE,FW,27,1989,8.4,8,35,15,42.9,4.18,1.79,0.23,0.53,15.0,1,0,0,5.4,5.4,0.17,2.6,2.6
FRA-Ligue 1,1718,Monaco,Terence Kongolo,NED,DF,23,1994,2.9,0,1,0,0.0,0.35,0.0,0.0,,9.9,0,0,0,0.2,0.2,0.18,-0.2,-0.2
FRA-Ligue 1,1718,Monaco,Thomas Lemar,FRA,"MF,FW",21,1995,26.4,2,47,11,23.4,1.78,0.42,0.04,0.18,23.4,18,0,0,3.7,3.7,0.08,-1.7,-1.7
FRA-Ligue 1,1718,Monaco,Youri Tielemans,BEL,MF,20,1997,17.4,0,25,12,48.0,1.43,0.69,0.0,0.0,23.5,0,0,0,1.3,1.3,0.05,-1.3,-1.3
FRA-Ligue 1,1718,Montpellier,Ambroise Oyongo,CMR,DF,26,1991,2.2,0,1,1,100.0,0.45,0.45,0.0,0.0,30.6,0,0,0,0.0,0.0,0.04,0.0,0.0
FRA-Ligue 1,1718,Montpellier,Benjamin Lecomte,FRA,GK,26,1991,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Montpellier,Casimir Ninga,CHA,"FW,MF",24,1993,14.3,1,34,8,23.5,2.39,0.56,0.03,0.13,18.6,1,0,0,2.7,2.7,0.08,-1.7,-1.7
FRA-Ligue 1,1718,Montpellier,Daniel Congré,FRA,DF,32,1985,29.3,1,11,2,18.2,0.38,0.07,0.09,0.5,10.1,0,0,0,1.1,1.1,0.1,-0.1,-0.1
FRA-Ligue 1,1718,Montpellier,Ellyes Skhiri,TUN,MF,22,1995,33.9,4,39,10,25.6,1.15,0.3,0.1,0.4,24.7,0,0,0,2.3,2.3,0.06,1.7,1.7
FRA-Ligue 1,1718,Montpellier,Facundo Píriz,URU,MF,27,1990,9.0,0,9,1,11.1,1.0,0.11,0.0,0.0,21.4,0,0,0,0.6,0.6,0.06,-0.6,-0.6
FRA-Ligue 1,1718,Montpellier,Giovanni Sio,CIV,FW,28,1989,24.4,10,82,39,47.6,3.37,1.6,0.12,0.26,15.9,2,0,1,12.4,11.6,0.14,-2.4,-1.6
FRA-Ligue 1,1718,Montpellier,Isaac Mbenza,BEL,"FW,MF",21,1996,23.3,8,55,21,38.2,2.36,0.9,0.15,0.38,20.0,5,0,0,7.0,7.0,0.13,1.0,1.0
FRA-Ligue 1,1718,Montpellier,Jonathan Ikone,FRA,"MF,FW",19,1998,11.1,1,18,4,22.2,1.62,0.36,0.06,0.25,20.8,1,0,0,0.9,0.9,0.05,0.1,0.1
FRA-Ligue 1,1718,Montpellier,Junior Sambia,FRA,MF,20,1996,17.1,1,38,16,42.1,2.22,0.93,0.03,0.06,27.3,14,0,0,1.9,1.9,0.05,-0.9,-0.9
FRA-Ligue 1,1718,Montpellier,Jérémie Porsan-Clémenté,MTQ,DF,19,1997,1.0,0,1,0,0.0,1.01,0.0,0.0,,22.7,0,0,0,0.0,0.0,0.03,0.0,0.0
FRA-Ligue 1,1718,Montpellier,Jérôme Roussillon,FRA,DF,24,1993,20.9,3,20,7,35.0,0.96,0.34,0.15,0.43,18.8,0,0,0,1.7,1.7,0.08,1.3,1.3
FRA-Ligue 1,1718,Montpellier,Keagan Dolly,RSA,"MF,FW",24,1993,9.8,1,22,7,31.8,2.25,0.72,0.05,0.14,23.6,0,0,0,1.7,1.7,0.08,-0.7,-0.7
FRA-Ligue 1,1718,Montpellier,Kévin Bérigaud,FRA,"FW,MF",29,1988,3.0,0,4,0,0.0,1.33,0.0,0.0,,12.7,0,0,0,1.0,1.0,0.24,-1.0,-1.0
FRA-Ligue 1,1718,Montpellier,Morgan Poaty,CGO,DF,20,1997,1.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
