,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,1718,West Ham,André Ayew,GHA,"MF,FW",27,1989,9.9,3,12,4,33.3,1.21,0.4,0.25,0.75,13.6,0,0,1,3.3,2.5,0.21,-0.3,0.5
ENG-Premier League,1718,West Ham,Andy Carroll,ENG,FW,28,1989,8.3,3,28,8,28.6,3.36,0.96,0.11,0.38,16.4,0,0,0,1.8,1.8,0.07,1.2,1.2
ENG-Premier League,1718,West Ham,Angelo Ogbonna,ITA,DF,29,1988,32.0,1,8,2,25.0,0.25,0.06,0.13,0.5,13.1,0,0,0,0.7,0.7,0.08,0.3,0.3
ENG-Premier League,1718,West Ham,Arthur Masuaku,COD,DF,23,1993,20.8,0,9,3,33.3,0.43,0.14,0.0,0.0,27.3,0,0,0,0.3,0.3,0.03,-0.3,-0.3
ENG-Premier League,1718,West Ham,Cheikhou Kouyaté,SEN,MF,27,1989,31.1,2,23,4,17.4,0.74,0.13,0.09,0.5,14.2,0,0,0,2.7,2.7,0.12,-0.7,-0.7
ENG-Premier League,1718,West Ham,Declan Rice,ENG,"DF,MF",18,1999,15.9,0,5,0,0.0,0.31,0.0,0.0,,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ENG-Premier League,1718,West Ham,Diafra Sakho,SEN,FW,27,1989,3.4,2,9,3,33.3,2.65,0.88,0.22,0.67,10.1,0,0,0,1.4,1.4,0.16,0.6,0.6
ENG-Premier League,1718,West Ham,Edimilson Fernandes,SUI,"MF,DF",21,1996,9.4,0,7,1,14.3,0.75,0.11,0.0,0.0,22.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ENG-Premier League,1718,West Ham,James Collins,WAL,DF,33,1983,11.7,1,4,1,25.0,0.34,0.09,0.25,1.0,9.9,0,0,0,0.3,0.3,0.08,0.7,0.7
ENG-Premier League,1718,West Ham,Javier Hernández,MEX,FW,29,1988,17.2,8,29,16,55.2,1.69,0.93,0.28,0.5,13.6,1,0,0,5.0,5.0,0.17,3.0,3.0
ENG-Premier League,1718,West Ham,Joe Hart,ENG,GK,30,1987,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1718,West Ham,Jordan Hugill,ENG,FW,25,1992,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1718,West Ham,Josh Cullen,IRL,MF,21,1996,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1718,West Ham,José Fonte,POR,DF,33,1983,7.6,0,8,1,12.5,1.05,0.13,0.0,0.0,15.3,0,0,0,0.6,0.6,0.08,-0.6,-0.6
ENG-Premier League,1718,West Ham,João Mário,POR,MF,24,1993,11.4,2,16,4,25.0,1.41,0.35,0.13,0.5,17.9,1,0,0,1.7,1.7,0.1,0.3,0.3
ENG-Premier League,1718,West Ham,Manuel Lanzini,ARG,"MF,FW",24,1993,22.7,5,43,16,37.2,1.9,0.71,0.12,0.31,21.0,7,0,1,3.9,3.1,0.07,1.1,1.9
ENG-Premier League,1718,West Ham,Mark Noble,ENG,MF,30,1987,26.7,4,13,4,30.8,0.49,0.15,0.15,0.5,26.1,0,2,2,2.4,0.8,0.06,1.6,1.2
ENG-Premier League,1718,West Ham,Marko Arnautović,AUT,"FW,MF",28,1989,25.7,11,71,33,46.5,2.76,1.28,0.15,0.33,14.5,0,0,0,8.6,8.6,0.12,2.4,2.4
ENG-Premier League,1718,West Ham,Michail Antonio,JAM,"FW,MF",27,1990,15.0,3,34,15,44.1,2.26,1.0,0.09,0.2,21.9,0,0,0,2.4,2.4,0.07,0.6,0.6
ENG-Premier League,1718,West Ham,Pablo Zabaleta,ARG,"DF,MF",32,1985,36.5,0,6,1,16.7,0.16,0.03,0.0,0.0,14.2,0,0,0,0.4,0.4,0.06,-0.4,-0.4
ENG-Premier League,1718,West Ham,Patrice Evra,FRA,"DF,MF",36,1981,2.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1718,West Ham,Pedro Obiang,EQG,MF,25,1992,17.4,2,13,5,38.5,0.75,0.29,0.15,0.4,27.3,0,0,0,0.4,0.4,0.03,1.6,1.6
ENG-Premier League,1718,West Ham,Reece Oxford,ENG,MF,18,1998,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1718,West Ham,Sam Byram,ENG,"DF,MF",23,1993,2.8,0,4,0,0.0,1.45,0.0,0.0,,15.3,0,0,0,0.3,0.3,0.08,-0.3,-0.3
ENG-Premier League,1718,West Ham,Winston Reid,NZL,DF,29,1988,16.1,0,5,0,0.0,0.31,0.0,0.0,,13.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3
ESP-La Liga,1718,Alavés,Adrián Diéguez,ESP,DF,21,1996,4.8,0,3,0,0.0,0.62,0.0,0.0,,25.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ESP-La Liga,1718,Alavés,Aleksandar Katai,SRB,"MF,DF",26,1991,0.6,0,2,0,0.0,3.27,0.0,0.0,,32.8,1,0,0,0.1,0.1,0.04,-0.1,-0.1
ESP-La Liga,1718,Alavés,Alexis,ESP,DF,31,1985,24.3,1,13,3,23.1,0.54,0.12,0.08,0.33,13.7,0,0,0,1.2,1.2,0.09,-0.2,-0.2
ESP-La Liga,1718,Alavés,Alfonso Pedraza,ESP,"MF,DF",21,1996,27.1,3,43,13,30.2,1.59,0.48,0.07,0.23,20.1,0,0,0,2.8,2.8,0.07,0.2,0.2
ESP-La Liga,1718,Alavés,Antonio Sivera,ESP,GK,20,1996,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,1718,Alavés,Bojan Krkić,ESP,"FW,MF",26,1990,4.9,0,5,4,80.0,1.02,0.82,0.0,0.0,17.4,0,0,0,1.0,1.0,0.19,-1.0,-1.0
ESP-La Liga,1718,Alavés,Burgui,ESP,"MF,FW",23,1993,11.5,1,15,4,26.7,1.31,0.35,0.07,0.25,22.6,1,0,0,0.7,0.7,0.05,0.3,0.3
ESP-La Liga,1718,Alavés,Carlos Vigaray,ESP,DF,22,1994,9.9,0,4,1,25.0,0.4,0.1,0.0,0.0,16.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3
ESP-La Liga,1718,Alavés,Christian Santos,VEN,FW,29,1988,4.8,2,7,5,71.4,1.44,1.03,0.29,0.4,13.7,0,0,0,0.9,0.9,0.13,1.1,1.1
ESP-La Liga,1718,Alavés,Daniel Torres,COL,MF,27,1989,13.5,0,4,2,50.0,0.3,0.15,0.0,0.0,23.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ESP-La Liga,1718,Alavés,Enzo Zidane,ESP,MF,22,1995,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,1718,Alavés,Ermedin Demirović,BIH,FW,19,1998,2.0,1,6,3,50.0,2.97,1.48,0.17,0.33,12.7,0,0,0,1.7,1.7,0.29,-0.7,-0.7
ESP-La Liga,1718,Alavés,Fernando Pacheco,ESP,GK,25,1992,37.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,1718,Alavés,Guillermo Maripán,CHI,DF,23,1994,17.0,0,4,1,25.0,0.24,0.06,0.0,0.0,8.9,0,0,0,0.5,0.5,0.13,-0.5,-0.5
ESP-La Liga,1718,Alavés,Hernán Pérez,PAR,MF,28,1989,4.2,0,8,2,25.0,1.93,0.48,0.0,0.0,19.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4
ESP-La Liga,1718,Alavés,Héctor Hernández,ESP,DF,26,1991,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,1718,Alavés,Ibai Gómez,ESP,"MF,FW",27,1989,25.8,7,53,23,43.4,2.06,0.89,0.11,0.26,22.2,8,1,1,4.7,3.9,0.07,2.3,2.1
ESP-La Liga,1718,Alavés,John Guidetti,SWE,FW,25,1992,13.6,3,28,11,39.3,2.06,0.81,0.11,0.27,18.9,3,0,0,2.7,2.7,0.1,0.3,0.3
ESP-La Liga,1718,Alavés,Manu García,ESP,MF,31,1986,27.1,3,24,7,29.2,0.89,0.26,0.13,0.43,19.9,0,0,2,3.3,1.8,0.07,-0.3,1.2
ESP-La Liga,1718,Alavés,Martin Agirregabiria,ESP,DF,21,1996,20.3,0,3,1,33.3,0.15,0.05,0.0,0.0,36.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ESP-La Liga,1718,Alavés,Munir El Haddadi,MAR,FW,21,1995,27.2,10,62,23,37.1,2.28,0.85,0.16,0.43,17.2,5,0,0,9.1,9.1,0.15,0.9,0.9
ESP-La Liga,1718,Alavés,Rodrigo Ely,BRA,DF,23,1993,29.9,1,18,4,22.2,0.6,0.13,0.06,0.25,13.3,0,0,0,1.2,1.2,0.07,-0.2,-0.2
ESP-La Liga,1718,Alavés,Rubén Duarte,ESP,DF,21,1995,23.8,0,8,0,0.0,0.34,0.0,0.0,,22.7,0,0,0,0.8,0.8,0.1,-0.8,-0.8
ESP-La Liga,1718,Alavés,Rubén Sobrino,ESP,"FW,MF",25,1992,16.3,3,25,13,52.0,1.53,0.8,0.12,0.23,14.7,0,0,0,4.3,4.3,0.17,-1.3,-1.3
ESP-La Liga,1718,Alavés,Tomás Pina Isla,ESP,MF,29,1987,26.5,1,13,3,23.1,0.49,0.11,0.08,0.33,17.4,0,0,0,1.0,1.0,0.07,0.0,0.0
ESP-La Liga,1718,Alavés,Víctor Laguardia,ESP,DF,27,1989,17.0,2,5,2,40.0,0.29,0.12,0.4,1.0,11.3,0,0,0,0.5,0.5,0.1,1.5,1.5
ESP-La Liga,1718,Alavés,Víctor López,ESP,MF,20,1997,0.7,0,1,0,0.0,1.5,0.0,0.0,,19.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ESP-La Liga,1718,Alavés,Wakaso,GHA,MF,27,1990,12.2,0,10,0,0.0,0.82,0.0,0.0,,28.1,1,0,0,0.7,0.7,0.07,-0.7,-0.7
ESP-La Liga,1718,Alavés,Álvaro Medrán,ESP,MF,23,1994,10.5,2,17,6,35.3,1.62,0.57,0.12,0.33,24.6,1,0,0,1.1,1.1,0.06,0.9,0.9
ESP-La Liga,1718,Alavés,Óscar Romero,PAR,"MF,FW",25,1992,2.8,0,8,3,37.5,2.87,1.08,0.0,0.0,27.8,2,0,0,0.2,0.2,0.03,-0.2,-0.2
ESP-La Liga,1718,Athletic Club,Ager Aketxe,ESP,MF,23,1993,0.4,0,2,0,0.0,4.86,0.0,0.0,,26.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ESP-La Liga,1718,Athletic Club,Ander Iturraspe,ESP,MF,28,1989,21.2,0,6,1,16.7,0.28,0.05,0.0,0.0,26.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2
ESP-La Liga,1718,Athletic Club,Andoni López,ESP,DF,21,1996,1.0,0,1,0,0.0,1.0,0.0,0.0,,20.5,0,0,0,0.0,0.0,0.03,0.0,0.0
ESP-La Liga,1718,Athletic Club,Aritz Aduriz,ESP,FW,36,1981,23.9,9,56,23,41.1,2.34,0.96,0.11,0.26,13.5,0,3,5,11.1,7.6,0.13,-2.1,-1.6
ESP-La Liga,1718,Athletic Club,Aymeric Laporte,ESP,DF,23,1994,19.0,0,8,2,25.0,0.42,0.11,0.0,0.0,17.5,2,0,0,0.7,0.7,0.09,-0.7,-0.7
ESP-La Liga,1718,Athletic Club,Beñat Etxebarria,ESP,MF,30,1987,12.4,0,13,3,23.1,1.04,0.24,0.0,0.0,28.6,6,0,0,0.5,0.5,0.04,-0.5,-0.5
ESP-La Liga,1718,Athletic Club,Eneko Bóveda,ESP,DF,28,1988,5.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,1718,Athletic Club,Enric Saborit,ESP,DF,25,1992,15.9,0,6,2,33.3,0.38,0.13,0.0,0.0,25.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2
ESP-La Liga,1718,Athletic Club,Iago Herrerín,ESP,GK,29,1988,8.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,1718,Athletic Club,Iker Muniain,ESP,"MF,FW",24,1992,8.7,4,18,10,55.6,2.08,1.15,0.22,0.4,17.1,0,0,0,2.7,2.7,0.15,1.3,1.3
ESP-La Liga,1718,Athletic Club,Iñaki Williams,GHA,"FW,MF",23,1994,31.7,7,74,26,35.1,2.34,0.82,0.09,0.27,14.1,0,0,0,9.2,9.2,0.12,-2.2,-2.2
ESP-La Liga,1718,Athletic Club,Iñigo Córdoba,ESP,FW,20,1997,16.2,1,18,4,22.2,1.11,0.25,0.06,0.25,20.2,0,0,0,1.5,1.5,0.08,-0.5,-0.5
ESP-La Liga,1718,Athletic Club,Iñigo Lekue,ESP,"DF,FW",24,1993,23.5,0,18,5,27.8,0.77,0.21,0.0,0.0,26.7,0,0,0,0.5,0.5,0.03,-0.5,-0.5
ESP-La Liga,1718,Athletic Club,Iñigo Martínez,ESP,DF,26,1991,16.0,0,8,2,25.0,0.5,0.12,0.0,0.0,11.1,0,0,0,0.6,0.6,0.08,-0.6,-0.6
ESP-La Liga,1718,Athletic Club,Kepa Arrizabalaga,ESP,GK,22,1994,30.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,1718,Athletic Club,Markel Susaeta,ESP,"FW,MF",29,1987,25.2,3,27,12,44.4,1.07,0.48,0.11,0.25,19.3,3,0,0,2.0,2.0,0.08,1.0,1.0
ESP-La Liga,1718,Athletic Club,Mikel Balenziaga,ESP,DF,29,1988,17.2,0,3,0,0.0,0.17,0.0,0.0,,20.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2
ESP-La Liga,1718,Athletic Club,Mikel Rico,ESP,MF,32,1984,13.0,0,13,1,7.7,1.0,0.08,0.0,0.0,19.8,0,0,0,0.7,0.7,0.05,-0.7,-0.7
ESP-La Liga,1718,Athletic Club,Mikel San José,ESP,MF,28,1989,23.9,1,20,5,25.0,0.84,0.21,0.05,0.2,19.2,1,0,0,1.6,1.6,0.08,-0.6,-0.6
ESP-La Liga,1718,Athletic Club,Mikel Vesga,ESP,MF,24,1993,9.0,1,7,4,57.1,0.78,0.45,0.14,0.25,14.7,0,0,0,1.1,1.1,0.16,-0.1,-0.1
ESP-La Liga,1718,Athletic Club,Raúl García,ESP,"MF,FW",31,1986,29.2,10,76,30,39.5,2.6,1.03,0.09,0.23,16.1,1,3,3,9.9,7.5,0.1,0.1,-0.5
ESP-La Liga,1718,Athletic Club,Sabin Merino,ESP,"FW,MF",25,1992,4.2,0,8,3,37.5,1.93,0.72,0.0,0.0,13.0,0,0,0,1.7,1.7,0.22,-1.7,-1.7
ESP-La Liga,1718,Athletic Club,Unai Núñez,ESP,DF,20,1997,32.7,1,21,2,9.5,0.64,0.06,0.05,0.5,8.6,0,0,0,3.2,3.2,0.15,-2.2,-2.2
ESP-La Liga,1718,Athletic Club,Xabier Etxeita,ESP,DF,29,1987,4.2,1,4,1,25.0,0.96,0.24,0.25,1.0,9.6,0,0,0,0.4,0.4,0.1,0.6,0.6
ESP-La Liga,1718,Athletic Club,Yeray Álvarez,ESP,DF,22,1995,7.5,0,1,0,0.0,0.13,0.0,0.0,,7.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1
ESP-La Liga,1718,Athletic Club,Óscar de Marcos,ESP,"DF,FW",28,1989,18.4,1,13,6,46.2,0.71,0.33,0.08,0.17,16.8,0,0,0,2.2,2.2,0.17,-1.2,-1.2
ESP-La Liga,1718,Atlético Madrid,Antoine Griezmann,FRA,"FW,MF",26,1991,28.0,19,70,38,54.3,2.5,1.36,0.24,0.45,18.0,8,2,2,13.1,11.5,0.16,5.9,5.5
ESP-La Liga,1718,Atlético Madrid,Arona Sané,SEN,"MF,FW",22,1995,0.7,0,1,1,100.0,1.38,1.38,0.0,0.0,26.9,0,0,0,0.0,0.0,0.02,0.0,0.0
ESP-La Liga,1718,Atlético Madrid,Augusto Fernández,ARG,MF,31,1986,1.2,0,1,0,0.0,0.84,0.0,0.0,,31.0,0,0,0,0.0,0.0,0.02,0.0,0.0
ESP-La Liga,1718,Atlético Madrid,Axel Werner,ARG,GK,21,1996,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,1718,Atlético Madrid,Carlos Isaac,ESP,DF,19,1998,0.7,0,1,0,0.0,1.43,0.0,0.0,,26.0,0,0,0,0.0,0.0,0.02,0.0,0.0
ESP-La Liga,1718,Atlético Madrid,Diego Costa,ESP,FW,28,1988,11.6,3,25,10,40.0,2.16,0.86,0.12,0.3,14.9,0,0,0,3.6,3.6,0.14,-0.6,-0.6
ESP-La Liga,1718,Atlético Madrid,Diego Godín,URU,DF,31,1986,28.4,0,13,5,38.5,0.46,0.18,0.0,0.0,9.6,0,0,0,1.9,1.9,0.14,-1.9,-1.9
ESP-La Liga,1718,Atlético Madrid,Fernando Torres,ESP,FW,33,1984,10.9,5,29,10,34.5,2.66,0.92,0.17,0.5,13.8,0,0,1,5.5,4.7,0.16,-0.5,0.3
ESP-La Liga,1718,Atlético Madrid,Filipe Luís,BRA,DF,31,1985,18.4,1,5,2,40.0,0.27,0.11,0.2,0.5,21.1,0,0,0,0.3,0.3,0.05,0.7,0.7
ESP-La Liga,1718,Atlético Madrid,Gabi,ESP,MF,34,1983,26.1,0,10,1,10.0,0.38,0.04,0.0,0.0,25.0,0,0,0,0.3,0.3,0.03,-0.3,-0.3
ESP-La Liga,1718,Atlético Madrid,Jan Oblak,SVN,GK,24,1993,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,1718,Atlético Madrid,José María Giménez,URU,DF,22,1995,18.8,1,12,2,16.7,0.64,0.11,0.08,0.5,12.2,0,0,0,1.2,1.2,0.1,-0.2,-0.2
ESP-La Liga,1718,Atlético Madrid,Juanfran,ESP,DF,32,1985,14.5,0,3,0,0.0,0.21,0.0,0.0,,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ESP-La Liga,1718,Atlético Madrid,Koke,ESP,MF,25,1992,30.6,4,29,14,48.3,0.95,0.46,0.14,0.29,21.3,1,0,0,2.3,2.3,0.08,1.7,1.7
ESP-La Liga,1718,Atlético Madrid,Kévin Gameiro,FRA,FW,30,1987,12.5,7,18,11,61.1,1.44,0.88,0.28,0.45,14.6,0,2,2,6.1,4.6,0.25,0.9,0.4
ESP-La Liga,1718,Atlético Madrid,Lucas Hernández,FRA,DF,21,1996,23.5,0,7,1,14.3,0.3,0.04,0.0,0.0,16.4,0,0,0,0.6,0.6,0.08,-0.6,-0.6
ESP-La Liga,1718,Atlético Madrid,Luciano Vietto,ARG,FW,23,1993,3.0,0,8,1,12.5,2.68,0.33,0.0,0.0,13.2,0,0,0,1.1,1.1,0.14,-1.1,-1.1
ESP-La Liga,1718,Atlético Madrid,Nicolás Gaitán,ARG,"MF,FW",29,1988,2.4,0,6,3,50.0,2.47,1.23,0.0,0.0,20.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4
ESP-La Liga,1718,Atlético Madrid,Saúl Ñíguez,ESP,MF,22,1994,35.1,2,53,8,15.1,1.51,0.23,0.04,0.25,23.0,2,0,0,2.7,2.7,0.05,-0.7,-0.7
ESP-La Liga,1718,Atlético Madrid,Stefan Savić,MNE,DF,26,1991,25.5,0,3,1,33.3,0.12,0.04,0.0,0.0,11.8,0,0,0,0.2,0.2,0.07,-0.2,-0.2
ESP-La Liga,1718,Atlético Madrid,Thomas Partey,GHA,"MF,DF",24,1993,26.4,3,22,3,13.6,0.83,0.11,0.14,1.0,25.7,4,0,0,1.6,1.6,0.07,1.4,1.4
ESP-La Liga,1718,Atlético Madrid,Toni Moya,ESP,MF,19,1998,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,1718,Atlético Madrid,Vitolo,ESP,"MF,FW",27,1989,6.9,1,8,2,25.0,1.17,0.29,0.13,0.5,13.5,0,0,0,1.4,1.4,0.17,-0.4,-0.4
ESP-La Liga,1718,Atlético Madrid,Yannick Carrasco,BEL,"MF,FW",23,1993,10.0,3,26,8,30.8,2.6,0.8,0.12,0.38,20.6,0,0,0,2.3,2.3,0.09,0.7,0.7
ESP-La Liga,1718,Atlético Madrid,Ángel Correa,ARG,"MF,FW",22,1995,25.0,8,47,26,55.3,1.88,1.04,0.17,0.31,18.2,0,0,0,5.9,5.9,0.13,2.1,2.1
ESP-La Liga,1718,Atlético Madrid,Šime Vrsaljko,CRO,DF,25,1992,18.8,0,4,0,0.0,0.21,0.0,0.0,,15.1,0,0,0,0.4,0.4,0.09,-0.4,-0.4
ESP-La Liga,1718,Barcelona,Aleix Vidal,ESP,"MF,FW",27,1989,5.1,1,8,6,75.0,1.57,1.17,0.13,0.17,13.9,0,0,0,1.3,1.3,0.16,-0.3,-0.3
ESP-La Liga,1718,Barcelona,André Gomes,POR,MF,24,1993,7.1,0,7,0,0.0,0.99,0.0,0.0,,17.3,0,0,0,0.6,0.6,0.08,-0.6,-0.6
ESP-La Liga,1718,Barcelona,Andrés Iniesta,ESP,MF,33,1984,20.3,1,16,6,37.5,0.79,0.3,0.06,0.17,21.9,0,0,0,0.6,0.6,0.04,0.4,0.4
ESP-La Liga,1718,Barcelona,Denis Suárez,ESP,"MF,FW",23,1994,6.6,2,12,5,41.7,1.82,0.76,0.17,0.4,16.3,0,0,0,1.9,1.9,0.16,0.1,0.1
ESP-La Liga,1718,Barcelona,Gerard Deulofeu,ESP,"MF,FW",23,1994,5.6,1,8,4,50.0,1.43,0.72,0.13,0.25,13.5,0,0,0,1.2,1.2,0.16,-0.2,-0.2
ESP-La Liga,1718,Barcelona,Gerard Piqué,ESP,DF,30,1987,29.2,2,18,5,27.8,0.62,0.17,0.11,0.4,10.5,0,0,0,2.6,2.6,0.14,-0.6,-0.6
ESP-La Liga,1718,Barcelona,Ivan Rakitić,CRO,MF,29,1988,31.5,1,28,11,39.3,0.89,0.35,0.04,0.09,22.4,0,0,0,2.0,2.0,0.07,-1.0,-1.0
ESP-La Liga,1718,Barcelona,Jasper Cillessen,NED,GK,28,1989,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,1718,Barcelona,Javier Mascherano,ARG,DF,33,1984,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,1718,Barcelona,Jordi Alba,ESP,DF,28,1989,30.5,2,15,5,33.3,0.49,0.16,0.13,0.4,14.4,0,0,0,2.1,2.1,0.14,-0.1,-0.1
ESP-La Liga,1718,Barcelona,José Arnaiz,ESP,MF,22,1995,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,1718,Barcelona,Lionel Messi,ARG,FW,30,1987,33.3,34,193,91,47.2,5.79,2.73,0.17,0.35,19.7,48,2,4,27.1,24.0,0.12,6.9,8.0
ESP-La Liga,1718,Barcelona,Lucas Digne,FRA,DF,24,1993,7.8,0,2,1,50.0,0.26,0.13,0.0,0.0,15.4,0,0,0,0.3,0.3,0.14,-0.3,-0.3
ESP-La Liga,1718,Barcelona,Luis Suárez,URU,FW,30,1987,32.2,25,120,54,45.0,3.73,1.68,0.2,0.44,13.6,12,1,1,23.4,22.6,0.19,1.6,1.4
ESP-La Liga,1718,Barcelona,Marc-André ter Stegen,GER,GK,25,1992,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,1718,Barcelona,Nélson Semedo,POR,DF,23,1993,16.6,0,3,2,66.7,0.18,0.12,0.0,0.0,22.0,0,0,0,0.3,0.3,0.1,-0.3,-0.3
ESP-La Liga,1718,Barcelona,Ousmane Dembélé,FRA,"FW,MF",20,1997,10.3,3,20,10,50.0,1.95,0.97,0.15,0.3,18.8,0,0,0,2.1,2.1,0.1,0.9,0.9
ESP-La Liga,1718,Barcelona,Paco Alcácer,ESP,"MF,FW",23,1993,7.7,4,15,7,46.7,1.94,0.91,0.27,0.57,12.2,0,0,0,3.9,3.9,0.26,0.1,0.1
ESP-La Liga,1718,Barcelona,Paulinho,BRA,MF,29,1988,21.6,9,45,22,48.9,2.08,1.02,0.2,0.41,13.3,0,0,0,10.0,10.0,0.24,-1.0,-1.0
ESP-La Liga,1718,Barcelona,Philippe Coutinho,BRA,"MF,FW",25,1992,14.4,8,37,20,54.1,2.57,1.39,0.22,0.4,21.2,0,0,0,3.6,3.6,0.1,4.4,4.4
ESP-La Liga,1718,Barcelona,Samuel Umtiti,FRA,DF,23,1993,24.3,1,9,5,55.6,0.37,0.21,0.11,0.2,11.1,0,0,0,0.7,0.7,0.08,0.3,0.3
ESP-La Liga,1718,Barcelona,Sergi Roberto,ESP,DF,25,1992,24.7,1,8,4,50.0,0.32,0.16,0.13,0.25,18.7,0,0,0,0.8,0.8,0.1,0.2,0.2
ESP-La Liga,1718,Barcelona,Sergio Busquets,ESP,MF,29,1988,28.8,1,5,3,60.0,0.17,0.1,0.2,0.33,10.7,0,0,0,1.0,1.0,0.2,0.0,0.0
ESP-La Liga,1718,Barcelona,Thomas Vermaelen,BEL,DF,31,1985,11.3,0,3,2,66.7,0.27,0.18,0.0,0.0,8.8,0,0,0,0.3,0.3,0.1,-0.3,-0.3
ESP-La Liga,1718,Barcelona,Yerry Mina,COL,DF,22,1994,4.1,0,3,1,33.3,0.73,0.24,0.0,0.0,11.2,0,0,0,0.3,0.3,0.09,-0.3,-0.3
ESP-La Liga,1718,Betis,Aitor Ruibal,ESP,MF,21,1996,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,1718,Betis,Alin Toșca,ROU,DF,25,1992,4.7,0,2,0,0.0,0.43,0.0,0.0,,22.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ESP-La Liga,1718,Betis,Andrés Guardado,MEX,MF,30,1986,25.2,2,32,8,25.0,1.27,0.32,0.03,0.13,27.2,2,1,1,2.5,1.7,0.05,-0.5,-0.7
ESP-La Liga,1718,Betis,Antonio Adán,ESP,GK,30,1987,30.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,1718,Betis,Antonio Barragán,ESP,DF,30,1987,26.4,0,9,4,44.4,0.34,0.15,0.0,0.0,17.7,0,0,0,0.7,0.7,0.08,-0.7,-0.7
ESP-La Liga,1718,Betis,Antonio Sanabria,PAR,FW,21,1996,9.5,8,24,12,50.0,2.53,1.27,0.33,0.67,10.8,0,0,0,5.1,5.1,0.21,2.9,2.9
ESP-La Liga,1718,Betis,Aïssa Mandi,ALG,DF,25,1991,33.6,1,14,2,14.3,0.42,0.06,0.07,0.5,11.0,0,0,0,3.3,3.3,0.23,-2.3,-2.3
ESP-La Liga,1718,Betis,Cristian Tello,ESP,"FW,MF",25,1991,18.8,4,34,17,50.0,1.81,0.9,0.12,0.24,20.8,1,0,0,2.2,2.2,0.07,1.8,1.8
